theta,dtheta,time
0.7853981633974483,0.0,0.0
0.7853981487139096,-0.0002936702805949392,0.0001
0.785397634798923,-0.0017619769208544807,0.0006000000000000001
0.7853840539729888,-0.009102312237688218,0.0031000000000000003
0.7850410388894752,-0.04576419193292865,0.015600000000000001
0.7826375987641644,-0.12692988226342072,0.04341025008492697
0.7779885365242726,-0.20718795480657265,0.07122050016985394
0.7711251301865709,-0.28610460259728987,0.09903075025478092
0.7620907048633362,-0.36324722817966704,0.12684100033970788
0.7509406006501187,-0.4381843948143871,0.15465125042463485
0.7377421366286665,-0.5104861686745263,0.1824615005095618
0.7225745589663317,-0.5797249316337069,0.21027175059448877
0.7055289591141836,-0.6454767268390901,0.23808200067941573
0.6867081466553278,-0.7073231787148264,0.2658922507643427
0.6662264605160512,-0.7648540056600034,0.2937025008492697
0.6442095020976959,-0.817670117996111,0.3215127509341967
0.6207937744715041,-0.8653872664341944,0.34932300101912367
0.5961262131324195,-0.9076401784818013,0.37713325110405066
0.570363595929781,-0.9440870930478152,0.40494350118897765
0.5436718226440925,-0.9744145784729744,0.43275375127390464
0.5093152994350649,-1.0032596990981917,0.467467724626495
0.4741374177852393,-1.021676326419134,0.5021816979790854
0.4385066546719131,-1.029311837905086,0.5368956713316758
0.40280167483092616,-1.0259337965103799,0.5716096446842662
0.367406962656442,-1.0114408063403872,0.6063236180368566
0.3327081231155719,-0.9858706412071789,0.641037591389447
0.29908695477708197,-0.9494051913761554,0.6757515647420375
0.2669164105855196,-0.9023719648548572,0.7104655380946279
0.2397028989489795,-0.851812730009568,0.7414699889616846
0.2141764982286987,-0.7936265737605748,0.7724744398287413
0.19056593514182646,-0.7283259760928845,0.803478890695798
0.1716331566273399,-0.6657724039672682,0.8306253682666411
0.15446149855314578,-0.5986560464403933,0.8577718458374842
0.13916841959669987,-0.5274543229755668,0.8849183234083273
0.12585796368018487,-0.4526773589649251,0.9120648009791704
0.11461993451142696,-0.37486336489615685,0.9392112785500135
0.105529197520937,-0.2945738827148058,0.9663577561208566
0.09864511192629719,-0.21238896122081447,0.9935042336916997
0.09437262404684356,-0.13730262105962057,1.0179327900966602
0.0919428060543121,-0.06160087717373161,1.0423613465016206
0.09136529493893146,0.014274423158192467,1.066789902906581
0.09263892683204861,0.0898813152486674,1.0912184593115415
0.09575176841977191,0.16478051891539064,1.115647015716502
0.10068121654292156,0.2385382189818922,1.1400755721214624
0.10739416545077814,0.3107288233412655,1.1645041285264228
0.11584724112861802,0.3809376954665249,1.1889326849313833
0.12598710200244145,0.44876385473121055,1.2133612413363437
0.13775080510709928,0.5138226332446234,1.2377897977413042
0.15106623646281683,0.5757482724834139,1.2622183541462646
0.1658526039265512,0.634196437257501,1.286646910551225
0.18202099016671242,0.6888466189658567,1.3110754669561855
0.19947496266250542,0.7394043951688499,1.335504023361146
0.21811123677430835,0.7856035086982904,1.3599325797661064
0.23782038700174465,0.8272077272580971,1.3843611361710668
0.2634114682659139,0.8718521863784531,1.4144623248467862
0.29023263612839306,0.908897590987163,1.4445635135225057
0.3180514077544714,0.9381086674884145,1.474664702198225
0.3530426984433113,0.9629402242072995,1.5114379706199073
0.3887255981358834,0.9757305748574904,1.5482112390415894
0.4246577509670725,0.9765316476975511,1.5849845074632716
0.4604017854147889,0.9655606393857872,1.6217577758849537
0.4955311766481018,0.9431877535829286,1.658531044306636
0.5296355969152516,0.9099207600514324,1.695304312728318
0.5623256530037702,0.866387263608072,1.7320775811500002
0.5899761073748684,0.8195193562407682,1.7648564180827813
0.6159737217062715,0.7656428447266954,1.7976352550155623
0.6400987050670807,0.7053697882200874,1.8304140919483434
0.6621518638113734,0.6393433301645239,1.8631929288811244
0.6800754373661269,0.5755725605245346,1.892683964839954
0.696063660345273,0.5081779617245418,1.9221750007987837
0.7100170406485536,0.4376603471185701,1.9516660367576133
0.7218509038569539,0.3645233790882627,1.981157072716443
0.7314954417545951,0.28927127530492175,2.0106481086752725
0.7388957030763695,0.21240717213339072,2.0401391446341024
0.7440115447414188,0.1344320652211175,2.0696301805929322
0.7468175591273387,0.05584422467630645,2.099121216551762
0.7473029896474366,-0.022861034937875294,2.128612252510592
0.7454716431756994,-0.10119136122786944,2.158103288469422
0.7413418038831127,-0.17865728486693624,2.1875943244282516
0.7349461489632653,-0.25477219332398554,2.2170853603870815
0.7263316626894072,-0.32905249171410844,2.2465763963459113
