2.000188000238267705e-03,-2.684466378799872047e-03,0.000000000000000000e+00,-2.000000000000000042e-03
4.000373000053514261e-03,-2.684466378799872047e-03,0.000000000000000000e+00,-4.000000000000000083e-03
6.000959000175498659e-03,-2.684466378799872047e-03,0.000000000000000000e+00,-2.000000000000000042e-03
8.001007000075333053e-03,-2.684466378799872047e-03,0.000000000000000000e+00,8.000000000000000167e-03
1.000128800023958320e-02,-2.684466378799872047e-03,0.000000000000000000e+00,-6.000000000000000125e-03
1.200145400025576237e-02,-2.684466378799872047e-03,0.000000000000000000e+00,2.400000000000000050e-02
1.400158600017675781e-02,-2.684466378799872047e-03,0.000000000000000000e+00,-2.000000000000000042e-03
1.600224399999206071e-02,-2.684466378799872047e-03,0.000000000000000000e+00,-5.000000000000000104e-03
1.800252000020918786e-02,-2.684466378799872047e-03,0.000000000000000000e+00,7.000000000000000146e-03
2.000283100005617598e-02,-2.684466378799872047e-03,0.000000000000000000e+00,-6.000000000000000125e-03
2.200296199998774682e-02,-2.684466378799872047e-03,0.000000000000000000e+00,2.000000000000000042e-03
2.400309399990874226e-02,-2.684466378799872047e-03,0.000000000000000000e+00,-6.000000000000000125e-03
2.600343900030566147e-02,-2.684466378799872047e-03,0.000000000000000000e+00,-6.000000000000000125e-03
2.800412700025844970e-02,-2.684466378799872047e-03,0.000000000000000000e+00,-5.000000000000000104e-03
3.000442000029579503e-02,-2.684466378799872047e-03,0.000000000000000000e+00,8.000000000000000167e-03
3.200464200017449912e-02,-2.684466378799872047e-03,0.000000000000000000e+00,1.800000000000000211e-02
3.400537800007441547e-02,-2.684466378799872047e-03,0.000000000000000000e+00,1.800000000000000211e-02
3.600611499996375642e-02,-2.684466378799872047e-03,0.000000000000000000e+00,2.000000000000000042e-03
3.800658499994824524e-02,-2.684466378799872047e-03,0.000000000000000000e+00,1.200000000000000025e-02
4.000707500017597340e-02,-2.684466378799872047e-03,0.000000000000000000e+00,-3.000000000000000062e-03
4.200768600003357278e-02,-2.684466378799872047e-03,0.000000000000000000e+00,2.500000000000000139e-02
4.400810500010265969e-02,-2.300971181828461755e-03,2.268928027592628516e-01,-8.000000000000000167e-03
4.600828000002366025e-02,-2.300971181828461755e-03,0.000000000000000000e+00,2.699999999999999969e-02
4.800851600020905607e-02,-2.300971181828461755e-03,0.000000000000000000e+00,-6.000000000000000125e-03
5.000926200000321842e-02,-2.300971181828461755e-03,0.000000000000000000e+00,2.000000000000000042e-02
5.200960799993481487e-02,-2.300971181828461755e-03,0.000000000000000000e+00,1.400000000000000029e-02
5.400999900030001299e-02,-2.300971181828461755e-03,0.000000000000000000e+00,-5.000000000000000104e-03
5.601032499998837011e-02,-2.300971181828461755e-03,0.000000000000000000e+00,2.400000000000000050e-02
5.801042200027950457e-02,-2.300971181828461755e-03,0.000000000000000000e+00,7.000000000000000146e-03
6.001103900007365155e-02,-2.300971181828461755e-03,0.000000000000000000e+00,4.000000000000000083e-03
6.201167200015333947e-02,-2.300971181828461755e-03,0.000000000000000000e+00,2.000000000000000042e-02
6.401184600008491543e-02,-1.917475984857051462e-03,2.792526803190927276e-01,3.000000000000000062e-03
6.601200100021742401e-02,-1.917475984857051462e-03,0.000000000000000000e+00,2.199999999999999872e-02
6.801214799997978844e-02,-1.917475984857051462e-03,0.000000000000000000e+00,-3.000000000000000062e-03
7.001238200018633506e-02,-1.917475984857051462e-03,0.000000000000000000e+00,2.800000000000000058e-02
7.201286600002276828e-02,-1.917475984857051462e-03,0.000000000000000000e+00,-6.000000000000000125e-03
7.401342000002841814e-02,-1.533980787885641170e-03,1.047197551196597798e-01,3.099999999999999978e-02
7.601416900024560164e-02,-1.533980787885641170e-03,0.000000000000000000e+00,-4.000000000000000083e-03
7.801425400020889356e-02,-1.533980787885641170e-03,0.000000000000000000e+00,1.700000000000000122e-02
8.001481400015109102e-02,-1.533980787885641170e-03,0.000000000000000000e+00,2.600000000000000228e-02
8.201568300000872114e-02,-1.150485590914230877e-03,1.745329251994329478e-01,-4.000000000000000083e-03
8.401593000007778755e-02,-1.150485590914230877e-03,0.000000000000000000e+00,2.600000000000000228e-02
8.601697299991428736e-02,-7.669903939428205850e-04,0.000000000000000000e+00,1.499999999999999944e-02
8.801796200032185880e-02,-7.669903939428205850e-04,0.000000000000000000e+00,8.000000000000000167e-03
9.001880899995740037e-02,-7.669903939428205850e-04,0.000000000000000000e+00,3.400000000000000244e-02
9.201887600011104951e-02,-3.834951969714102925e-04,2.792526803190927276e-01,4.000000000000000083e-03
9.401924700023300829e-02,-3.834951969714102925e-04,0.000000000000000000e+00,2.100000000000000130e-02
9.601991999988968018e-02,0.000000000000000000e+00,2.792526803190927276e-01,2.999999999999999889e-02
9.802024900000105845e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03
1.000209620001442090e-01,3.834951969714102925e-04,1.396263401595463638e-01,3.600000000000000422e-02
1.020210050000969204e-01,7.669903939428205850e-04,6.981317007977318190e-02,9.000000000000001055e-03
1.040216340002189099e-01,7.669903939428205850e-04,0.000000000000000000e+00,3.400000000000000244e-02
1.060219519999918703e-01,1.150485590914230877e-03,2.792526803190927276e-01,1.800000000000000211e-02
1.080227840002407902e-01,1.533980787885641170e-03,1.570796326794896558e-01,1.800000000000000211e-02
1.100234200002887519e-01,1.917475984857051462e-03,3.490658503988659095e-02,2.500000000000000139e-02
1.120243039999877510e-01,1.917475984857051462e-03,0.000000000000000000e+00,1.499999999999999944e-02
1.140243980003106117e-01,2.300971181828461755e-03,2.617993877991494078e-01,3.200000000000000067e-02
1.160247820002950903e-01,2.684466378799872047e-03,2.792526803190927276e-01,5.000000000000000104e-03
1.180251800001315132e-01,3.067961575771282340e-03,2.792526803190927276e-01,4.200000000000000261e-02
1.200251959999150131e-01,3.451456772742692632e-03,2.792526803190927276e-01,2.299999999999999961e-02
1.220256450001215853e-01,3.834951969714102925e-03,2.268928027592628516e-01,1.200000000000000025e-02
1.240263990002858918e-01,4.601942363656923510e-03,1.396263401595463638e-01,4.300000000000000350e-02
1.260269750000588829e-01,4.985437560628334236e-03,2.094395102393195596e-01,7.000000000000000146e-03
1.280279729999165284e-01,5.368932757599744095e-03,2.792526803190927276e-01,3.600000000000000422e-02
1.300283949999538891e-01,6.135923151542564680e-03,3.316125578789226314e-01,3.300000000000000155e-02
1.320293730000230426e-01,6.519418348513975406e-03,2.792526803190927276e-01,1.000000000000000021e-02
1.340302270000393037e-01,7.286408742456795123e-03,2.967059728390360474e-01,4.499999999999999833e-02
1.360309010001401475e-01,7.669903939428205850e-03,2.792526803190927276e-01,3.600000000000000422e-02
1.380316439999660361e-01,8.436894333371025567e-03,4.014257279586957994e-01,1.099999999999999936e-02
1.400324340002043755e-01,9.203884727313847020e-03,3.316125578789226314e-01,4.499999999999999833e-02
1.420324650002839917e-01,9.587379924285257746e-03,2.792526803190927276e-01,4.499999999999999833e-02
