2.000086000407463871e-03 1.119805975156518002e-01 -8.726646259971647390e-02 -1.000000000000000000e+00 2.500000000000000000e+01
4.000597000413108617e-03 1.119805975156518002e-01 0.000000000000000000e+00 1.500000000000000000e+02 2.500000000000000000e+01
6.001405000461090822e-03 1.119805975156518002e-01 0.000000000000000000e+00 2.410000000000000000e+02 2.500000000000000000e+01
8.001416999832144938e-03 1.127475879095946321e-01 3.316125578789226314e-01 2.970000000000000000e+02 2.500000000000000000e+01
1.000216900047234958e-02 1.138980735005088590e-01 3.316125578789226314e-01 2.970000000000000000e+02 2.500000000000000000e+01
1.200284800052031642e-02 1.158155494853659040e-01 1.029744258676654534e+00 3.840000000000000000e+02 2.500000000000000000e+01
1.400334099980682367e-02 1.188835110611371898e-01 1.500983156715123501e+00 4.200000000000000000e+02 2.500000000000000000e+01
1.600407499972789083e-02 1.231019582278227026e-01 2.094395102393195263e+00 4.310000000000000000e+02 2.500000000000000000e+01
1.800473500043153763e-02 1.280873957884510472e-01 2.408554367752174574e+00 4.260000000000000000e+02 2.500000000000000000e+01
2.000520900037372485e-02 1.338398237430221960e-01 2.408554367752174574e+00 4.260000000000000000e+02 2.500000000000000000e+01
2.200572099991404684e-02 1.407427372885075856e-01 3.403392041388942690e+00 4.040000000000000000e+02 2.500000000000000000e+01
2.400593600032152608e-02 1.487961364249071883e-01 3.996803987067014674e+00 3.840000000000000000e+02 2.500000000000000000e+01
2.600628100026369793e-02 1.576165259552496367e-01 4.310963252425993986e+00 3.550000000000000000e+02 2.500000000000000000e+01
2.800699700037512230e-02 1.672039058795348754e-01 4.310963252425993986e+00 3.550000000000000000e+02 2.500000000000000000e+01
3.000791599970398238e-02 1.771747810007915647e-01 4.712388980384689674e+00 3.090000000000000000e+02 2.500000000000000000e+01
3.200850099983654218e-02 1.882961417129624671e-01 5.358160803622591395e+00 2.180000000000000000e+02 2.500000000000000000e+01
3.400942000007489696e-02 1.994175024251333417e-01 5.654866776461627609e+00 1.730000000000000000e+02 2.500000000000000000e+01
3.601011699993250659e-02 2.113058535312470620e-01 5.811946409141117265e+00 1.240000000000000000e+02 2.500000000000000000e+01
3.801105500042467611e-02 2.228107094403893873e-01 5.811946409141117265e+00 1.240000000000000000e+02 2.500000000000000000e+01
4.001106600026105298e-02 2.350825557434745028e-01 6.003932626860494004e+00 3.100000000000000000e+01 2.500000000000000000e+01
4.201176300011866260e-02 2.469709068495882232e-01 5.986479334340550018e+00 -1.000000000000000000e+00 2.500000000000000000e+01
4.401225600031466456e-02 2.596262483496447615e-01 6.038839211900380199e+00 -2.700000000000000000e+01 2.500000000000000000e+01
4.601237899987609126e-02 2.711311042587870590e-01 6.038839211900380199e+00 -2.700000000000000000e+01 2.500000000000000000e+01
4.801268699975480558e-02 2.834029505618722022e-01 5.846852994181004348e+00 -5.800000000000000000e+01 2.500000000000000000e+01
5.001364300005661789e-02 2.941408160770717095e-01 5.811946409141117265e+00 -9.100000000000000000e+01 2.500000000000000000e+01
5.201371099974494427e-02 3.052621767892426119e-01 5.427973973702364674e+00 -1.320000000000000000e+02 2.500000000000000000e+01
5.401446300038514892e-02 3.156165471074706685e-01 5.166174585903215544e+00 -1.640000000000000000e+02 2.500000000000000000e+01
5.601460399975621840e-02 3.259709174256987252e-01 5.078908123303499167e+00 -1.580000000000000000e+02 2.500000000000000000e+01
5.801552299999457318e-02 3.355582973499839916e-01 4.712388980384689674e+00 -1.430000000000000000e+02 2.500000000000000000e+01
6.001609000031749019e-02 3.447621820772978629e-01 4.572762640225143116e+00 -1.380000000000000000e+02 2.500000000000000000e+01
6.201697300002706470e-02 3.531990764106688885e-01 4.572762640225143116e+00 -1.380000000000000000e+02 2.500000000000000000e+01
6.401796600039233454e-02 3.612524755470685189e-01 4.066617157146787953e+00 -1.160000000000000000e+02 2.500000000000000000e+01
6.601847700039797928e-02 3.693058746834680939e-01 3.944444109507184937e+00 -1.010000000000000000e+02 2.500000000000000000e+01
6.801859999995940598e-02 3.765922834259249341e-01 3.682644721708035362e+00 -8.200000000000000000e+01 2.500000000000000000e+01
7.001863000004959758e-02 3.834951969714102682e-01 3.682644721708035362e+00 -6.400000000000000000e+01 2.500000000000000000e+01
7.201932699990720721e-02 3.903981105168956578e-01 3.577924966588375444e+00 -6.400000000000000000e+01 2.500000000000000000e+01
7.401943100012431387e-02 3.969175288654096523e-01 3.281218993749339674e+00 -1.600000000000000000e+01 2.500000000000000000e+01
7.601961000000301283e-02 4.034369472139236468e-01 3.159045946109736658e+00 1.000000000000000000e+00 2.500000000000000000e+01
7.802017700032592984e-02 4.095728703654661906e-01 3.089232776029963379e+00 -1.900000000000000000e+01 2.500000000000000000e+01
8.002080000005662441e-02 4.157087935170087345e-01 3.036872898470133197e+00 1.700000000000000000e+01 2.500000000000000000e+01
8.202119999987189658e-02 4.218447166685513339e-01 3.019419605950190100e+00 7.700000000000000000e+01 2.500000000000000000e+01
8.402167500025825575e-02 4.279806398200938777e-01 3.054326190990076739e+00 8.000000000000000000e+01 2.500000000000000000e+01
8.602264900036971085e-02 4.337330677746650265e-01 2.984513020910303460e+00 9.000000000000000000e+01 2.500000000000000000e+01
8.802306899997347500e-02 4.398689909262076259e-01 3.036872898470133197e+00 9.600000000000000000e+01 2.500000000000000000e+01
9.002389499983109999e-02 4.463884092747215648e-01 3.106686068549906476e+00 1.310000000000000000e+02 2.500000000000000000e+01
9.202398100023856387e-02 4.525243324262641642e-01 3.228859116189509493e+00 1.190000000000000000e+02 2.500000000000000000e+01
9.402488100022310391e-02 4.598107411687209489e-01 3.351032163829112953e+00 1.790000000000000000e+02 2.500000000000000000e+01
9.602493000056711026e-02 4.667136547142063385e-01 3.351032163829112953e+00 1.790000000000000000e+02 2.500000000000000000e+01
9.802536799998051720e-02 4.740000634566631232e-01 3.560471674068432346e+00 1.720000000000000000e+02 2.500000000000000000e+01
1.000261010003669071e-01 4.812864721991199080e-01 3.612831551628262083e+00 1.580000000000000000e+02 2.500000000000000000e+01
1.020269090004148893e-01 4.885728809415766927e-01 3.804817769347638379e+00 1.340000000000000000e+02 2.500000000000000000e+01
1.040277909996802919e-01 4.966262800779763231e-01 3.804817769347638379e+00 1.300000000000000000e+02 2.500000000000000000e+01
1.060281549998762785e-01 5.046796792143759536e-01 4.066617157146787953e+00 1.340000000000000000e+02 2.500000000000000000e+01
1.080288330003895680e-01 5.131165735477469791e-01 4.188790204786390525e+00 1.600000000000000000e+02 2.500000000000000000e+01
1.100293079998664325e-01 5.211699726841465541e-01 4.241150082346220707e+00 1.290000000000000000e+02 2.500000000000000000e+01
1.120297639999989769e-01 5.299903622144890303e-01 4.276056667386107790e+00 9.600000000000000000e+01 2.500000000000000000e+01
1.140302570001949789e-01 5.384272565478600558e-01 4.310963252425993986e+00 8.200000000000000000e+01 2.500000000000000000e+01
1.160308240005178959e-01 5.472476460782025320e-01 4.276056667386107790e+00 8.600000000000000000e+01 2.500000000000000000e+01
1.180308359998889500e-01 5.560680356085448972e-01 4.398229715025710362e+00 8.900000000000000000e+01 2.500000000000000000e+01
1.200314220004656818e-01 5.648884251388873734e-01 4.398229715025710362e+00 7.000000000000000000e+01 2.500000000000000000e+01
1.220315999999002088e-01 5.737088146692298496e-01 4.345869837465880181e+00 5.500000000000000000e+01 2.500000000000000000e+01
1.240325380003923783e-01 5.825292041995722148e-01 4.345869837465880181e+00 5.500000000000000000e+01 2.500000000000000000e+01
1.260334200005672756e-01 5.909660985329432403e-01 4.310963252425993986e+00 4.800000000000000000e+01 2.500000000000000000e+01
1.280343569997057784e-01 5.994029928663142659e-01 4.276056667386107790e+00 4.600000000000000000e+01 2.500000000000000000e+01
1.300347209999017650e-01 6.082233823966567421e-01 4.258603374866163804e+00 3.900000000000000000e+01 2.500000000000000000e+01
1.320350100004361593e-01 6.166602767300277677e-01 4.258603374866163804e+00 3.900000000000000000e+01 2.500000000000000000e+01
1.340351329999975860e-01 6.247136758664273426e-01 4.084070449666731051e+00 3.700000000000000000e+01 2.500000000000000000e+01
1.360356630002570455e-01 6.327670750028270286e-01 4.118977034706618134e+00 4.400000000000000000e+01 2.500000000000000000e+01
1.380360450002626749e-01 6.412039693361980541e-01 4.118977034706618134e+00 4.400000000000000000e+01 2.500000000000000000e+01
1.400361860005432391e-01 6.488738732756261784e-01 3.961897402027128035e+00 4.700000000000000000e+01 2.500000000000000000e+01
1.420365869998931885e-01 6.569272724120258644e-01 3.926990816987241395e+00 5.000000000000000000e+01 2.500000000000000000e+01
1.440370430000257329e-01 6.645971763514539887e-01 3.926990816987241395e+00 5.000000000000000000e+01 2.500000000000000000e+01
1.460370550003062817e-01 6.722670802908822241e-01 3.874630939427411658e+00 5.500000000000000000e+01 2.500000000000000000e+01
1.480375290002484689e-01 6.799369842303104594e-01 3.874630939427411658e+00 5.500000000000000000e+01 2.500000000000000000e+01
1.500382260001060786e-01 6.876068881697386947e-01 3.804817769347638379e+00 6.500000000000000000e+01 2.500000000000000000e+01
1.520391080002809758e-01 6.948932969121954795e-01 3.735004599267865100e+00 6.800000000000000000e+01 2.500000000000000000e+01
1.540396380005404353e-01 7.025632008516236038e-01 3.735004599267865100e+00 7.100000000000000000e+01 2.500000000000000000e+01
1.560401130000172998e-01 7.102331047910518391e-01 3.735004599267865100e+00 7.700000000000000000e+01 2.500000000000000000e+01
1.580403099997056415e-01 7.175195135335086238e-01 3.700098014227978460e+00 8.100000000000000000e+01 2.500000000000000000e+01
1.600409330003458308e-01 7.251894174729368592e-01 3.682644721708035362e+00 8.600000000000000000e+01 2.500000000000000000e+01
