2.000545818000318832e+00 1.259398226854111291e+00 0.000000000000000000e+00 1.370000000000000000e+02 2.600000000000000000e+01
2.002546536999943783e+00 1.259398226854111291e+00 0.000000000000000000e+00 9.000000000000000000e+01 2.600000000000000000e+01
2.004547311999886006e+00 1.259398226854111291e+00 0.000000000000000000e+00 1.140000000000000000e+02 2.600000000000000000e+01
2.006547439000314625e+00 1.259398226854111291e+00 0.000000000000000000e+00 7.200000000000000000e+01 2.600000000000000000e+01
2.008548362000510679e+00 1.259398226854111291e+00 0.000000000000000000e+00 7.600000000000000000e+01 2.600000000000000000e+01
2.010548619000473991e+00 1.259014731657140063e+00 -2.792526803190927276e-01 7.600000000000000000e+01 2.600000000000000000e+01
2.012549394000416214e+00 1.258631236460168612e+00 -1.047197551196597798e-01 4.100000000000000000e+01 2.600000000000000000e+01
2.014549557999998797e+00 1.258631236460168612e+00 -1.047197551196597798e-01 4.100000000000000000e+01 2.600000000000000000e+01
2.016550129000279412e+00 1.257480750869254260e+00 -3.490658503988658956e-01 7.500000000000000000e+01 2.600000000000000000e+01
2.018550347999735095e+00 1.256713760475311581e+00 -4.712388980384689674e-01 3.700000000000000000e+01 2.600000000000000000e+01
2.020551253000121505e+00 1.255946770081368680e+00 -4.712388980384689674e-01 3.700000000000000000e+01 2.600000000000000000e+01
2.022551361000296311e+00 1.254412789293483099e+00 -4.886921905584122872e-01 2.300000000000000000e+01 2.600000000000000000e+01
2.024551729000449996e+00 1.253262303702568747e+00 -7.853981633974482790e-01 5.800000000000000000e+01 2.600000000000000000e+01
2.026552262999757659e+00 1.251728322914683167e+00 -8.028514559173915988e-01 4.400000000000000000e+01 2.600000000000000000e+01
2.028552667999974801e+00 1.249810846929826136e+00 -8.552113334772214470e-01 1.000000000000000000e+01 2.600000000000000000e+01
2.030553239000255417e+00 1.247893370944969105e+00 -1.047197551196597631e+00 6.000000000000000000e+00 2.600000000000000000e+01
2.032553828999880352e+00 1.245208904566169172e+00 -1.239183768915973927e+00 4.000000000000000000e+01 2.600000000000000000e+01
2.034554752000076405e+00 1.242907933384340691e+00 -1.239183768915973927e+00 3.900000000000000000e+01 2.600000000000000000e+01
2.036555601000145543e+00 1.242907933384340691e+00 -1.308996938995747206e+00 3.900000000000000000e+01 2.600000000000000000e+01
2.038556430999960867e+00 1.237155505429769597e+00 -1.483529864195180181e+00 -3.000000000000000000e+00 2.600000000000000000e+01
2.040556836000178009e+00 1.234087543853998215e+00 -1.500983156715123501e+00 3.100000000000000000e+01 2.600000000000000000e+01
2.042557648000183690e+00 1.230636087081255603e+00 -1.623156204354726517e+00 2.900000000000000000e+01 2.600000000000000000e+01
2.044557682000231580e+00 1.227184630308512991e+00 -1.745329251994329534e+00 9.000000000000000000e+00 2.600000000000000000e+01
2.046558271999856515e+00 1.223349678338798929e+00 -1.832595714594046132e+00 -2.000000000000000000e+00 2.600000000000000000e+01
2.048559251000369841e+00 1.219131231172113417e+00 -1.972222054753592468e+00 -3.000000000000000000e+00 2.600000000000000000e+01
2.050560026000312064e+00 1.214912784005427904e+00 -1.972222054753592468e+00 3.000000000000000000e+00 2.600000000000000000e+01
2.052560318999894662e+00 1.214912784005427904e+00 -2.129301687433081902e+00 3.000000000000000000e+00 2.600000000000000000e+01
