time,angle,velocity,torque,control
2.510000,-2.885672,-0.011026,0.340557,0.000000
2.520000,-2.885672,-0.004396,0.073902,0.000000
2.530000,-2.885672,-0.010486,0.182411,0.000000
2.540000,-2.885672,-0.014684,0.092308,0.000000
2.550000,-2.885672,-0.004396,-0.174150,0.000000
2.560000,-2.885672,0.004088,-0.316939,0.000000
2.570000,-2.885672,0.001486,-0.215385,0.000000
2.580000,-2.885672,-0.004396,0.062896,0.000000
2.590000,-2.885672,-0.003149,-0.056957,0.000000
2.600000,-2.885672,0.006615,-0.153846,0.000000
2.610000,-2.885672,0.004396,1.644599,0.000000
2.620000,-2.885672,-0.009446,0.106739,0.000000
2.630000,-2.885672,-0.010231,-0.440851,0.000000
2.640000,-2.885672,0.002333,-0.074093,0.000000
2.650000,-2.885672,0.004396,0.014351,0.000000
2.660000,-2.885672,0.009827,-0.124841,0.000000
2.670000,-2.885672,0.003274,-0.398746,0.000000
2.680000,-2.885672,-0.004330,1.498504,0.000000
2.690000,-2.885672,-0.005904,0.022033,0.000000
2.700000,-2.885672,-0.004396,-0.242316,0.000000
2.710000,-2.885672,-0.013187,-0.589587,0.000000
2.720000,-2.885672,-0.004396,-0.683636,0.000000
2.730000,-2.885672,-0.004396,-0.549105,0.000000
2.740000,-2.885672,-0.008860,-0.105520,0.000000
2.750000,-2.885672,-0.003439,-0.557835,0.000000
2.760000,-2.885672,-0.004037,-0.435104,0.000000
2.770000,-2.885672,-0.007285,-0.154701,0.000000
2.780000,-2.885672,-0.004396,-0.289584,0.000000
2.790000,-2.885672,-0.004516,0.282817,0.000000
2.800000,-2.885672,-0.008863,-0.177076,0.000000
2.810000,-2.885672,0.000712,-0.024919,0.000000
2.820000,-2.885672,-0.010266,-0.400403,0.000000
2.830000,-2.885672,0.000839,-0.081956,0.000000
2.840000,-2.885672,0.003026,-0.626977,0.000000
2.850000,-2.885672,-0.004839,-0.027665,0.000000
2.860000,-2.885672,0.004288,0.451750,0.000000
2.870000,-2.885672,-0.004396,-0.099418,0.000000
2.880000,-2.885672,-0.003005,-0.454936,0.000000
2.890000,-2.885672,-0.004396,-0.135370,0.000000
2.900000,-2.885672,0.003000,-0.064965,0.000000
2.910000,-2.885672,-0.004396,-0.333432,0.000000
2.920000,-2.885672,0.004190,0.025004,0.000000
2.930000,-2.885672,-0.004396,-0.478869,0.000000
2.940000,-2.885672,-0.013187,0.555211,0.000000
2.950000,-2.885672,-0.017857,-0.063460,0.000000
2.960000,-2.885672,-0.005267,0.086205,0.000000
2.970000,-2.885672,-0.004396,-0.095593,0.000000
2.980000,-2.885672,-0.006771,0.110637,0.000000
2.990000,-2.885672,0.004396,-0.613536,0.000000
3.000000,-2.885672,-0.004396,-0.094382,0.000000
3.010000,-2.885672,-0.004396,0.116316,0.000000
3.020000,-2.885672,0.001417,-0.113155,0.000000
3.030000,-2.885672,-0.002307,0.016146,0.000000
3.040000,-2.885672,0.004396,-0.239395,0.000000
3.050000,-2.885672,-0.004396,-0.743275,0.000000
3.060000,-2.885672,-0.005034,-0.021830,0.000000
3.070000,-2.885672,-0.004396,-0.338462,0.000000
3.080000,-2.885672,-0.008741,0.124823,0.000000
3.090000,-2.885672,0.001018,-0.172615,0.000000
3.100000,-2.885672,-0.004396,-0.358899,0.000000
3.110000,-2.885672,-0.004396,0.153846,0.000000
3.120000,-2.885672,-0.006435,-0.366012,0.000000
3.130000,-2.885672,-0.013187,-0.305091,0.000000
3.140000,-2.885672,-0.008644,-0.438004,0.000000
3.150000,-2.885672,-0.007549,-0.141145,0.000000
3.160000,-2.885672,-0.013187,-0.256543,0.000000
3.170000,-2.885672,-0.006969,-0.338462,0.000000
3.180000,-2.885672,0.010804,-0.030769,0.000000
3.190000,-2.885672,-0.006895,-0.048264,0.000000
3.200000,-2.885672,-0.008676,0.071990,0.000000
3.210000,-2.885672,-0.004396,-0.452155,0.000000
3.220000,-2.885672,-0.004396,-0.016630,0.000000
3.230000,-2.885672,-0.006021,-0.338462,0.000000
3.240000,-2.885672,-0.004534,-0.035605,0.000000
3.250000,-2.885672,-0.000672,-0.243604,0.000000
3.260000,-2.885672,-0.009502,-0.463340,0.000000
