,Time (sec),Angle (rad),Speed (rad/sec),Current (units)
0,0.0,0.0,0.0,0
1,0.0006333510027616285,0.0,0.0,-5
2,0.0013546790032705758,0.0,0.0,7
3,0.002048444002866745,0.0,0.0,7
4,0.0025846090029517654,0.0,0.0,5
5,0.0031925969997246284,0.0,0.0,5
6,0.003807574001257308,0.0003834951969714506,0.10471975511965978,10
7,0.0044213660003151745,0.0003834951969714506,0.2792526803190927,10
8,0.005034339003032073,0.0007669903939426792,0.33161255787892263,10
9,0.005684474999725353,0.0011504855909141298,0.33161255787892263,8
10,0.006298399002844235,0.0011504855909141298,0.4886921905584123,8
11,0.006850666002719663,0.0015339807878855805,0.5585053606381855,13
12,0.0075783170032082126,0.001917475984857031,0.47123889803846897,0
13,0.008301953002955997,0.0026844663787999323,0.6108652381980153,5
14,0.008956358000432374,0.003067961575771161,0.7330382858376184,9
15,0.009519594001176301,0.003834951969714062,0.8552113334772214,4
16,0.010160399000596954,0.004601942363656963,0.9250245035569946,8
17,0.010807085000124061,0.005368932757599643,1.064650843716541,10
18,0.011369323001417797,0.006135923151542544,1.1693705988362009,10
19,0.01185887900282978,0.0065194183485139945,1.1868238913561442,6
20,0.012336679003055906,0.007286408742456674,1.3089969389957472,5
21,0.012856006000220077,0.008436894333371026,1.4835298641951802,10
22,0.013324006002221722,0.009203884727313705,1.6057029118347832,-1
23,0.013792926001769956,0.009970875121256606,1.6929693744344996,11
24,0.014340165002067806,0.011121360712170958,1.6929693744344996,9
25,0.014793309001106536,0.012271846303085088,1.8675022996339325,7
26,0.015334535000874894,0.013038836697027989,2.0245819323134224,13
27,0.01584341100169695,0.014189322287942119,2.1642082724729685,10
28,0.016338135003024945,0.01533980787885647,2.251474735072685,10
29,0.016849151001224527,0.01687378866674205,2.4085543677521746,15
30,0.017320372000540374,0.01840776945462763,2.5830872929516078,-3
31,0.017805858002247987,0.019558255045541983,2.722713633111154,13
32,0.018339603000640636,0.021475731030399015,2.827433388230814,10
33,0.018813124002917903,0.023009711818284595,2.9670597283903604,16
34,0.019337022000399884,0.024543692606170175,3.1764992386296798,12
35,0.019848539002850885,0.026461168591027207,3.2288591161895095,10
36,0.020345103002910037,0.02799514937891301,3.5081117965086026,12
37,0.020835349001572467,0.03029612056074127,3.612831551628262,7
38,0.0213033660002111,0.03221359654559852,3.8920842319473548,12
39,0.021794139000121504,0.03413107253045555,3.944444109507185,14
40,0.02233940100268228,0.036432043712284035,4.084070449666731,6
41,0.02282771899990621,0.038733014894112294,4.310963252425994,17
42,0.0233549380027398,0.041033986075940776,4.537856055185257,11
43,0.023859236000134842,0.04371845245474071,4.642575810304916,-3
44,0.024346221001906088,0.04601942363656919,4.782202150464463,15
45,0.024892733999877237,0.04870389001536912,5.026548245743669,23
46,0.02550599100140971,0.052155346788111734,5.201081170943102,14
47,0.026115894001122797,0.055606803560854345,5.427973973702365,14
48,0.026744472001155373,0.05944175553056863,5.654866776461628,14
49,0.02725514700068743,0.06250971710633979,5.794493116621174,6
50,0.027884506002010312,0.06634466907605385,6.03883921190038,9
51,0.02851486500003375,0.07017962104576814,6.19591884457987,9
52,0.029107260001183022,0.0740145730154822,6.318091892219473,12
53,0.02961440100261825,0.07746602978822481,6.335545184739416,18
54,0.03011942200100748,0.08091748656096742,6.527531402458792,17
55,0.030795376002060948,0.08513593372765293,6.702064327658226,17
56,0.031316500000684755,0.0897378760913099,6.911503837897545,18
