,Time (sec),Angle (rad),Speed (rad/sec),Current (units)
0,0.0,0.0,0.0,0
1,0.000464458000351442,0.0,0.0,4
2,0.0010170160021516494,0.0,0.0,5
3,0.0015496110027015675,0.0,0.0,11
4,0.0020401990004756954,0.0,0.0,6
5,0.0025217809998139273,0.0,0.0,-1
6,0.003065372002311051,0.0,0.0,11
7,0.0035894880020350683,0.0,0.0,6
8,0.00420558200130472,0.0,0.0,7
9,0.004805038999620592,0.0003834951969714506,0.2617993877991494,9
10,0.005230107002716977,0.0003834951969714506,0.2792526803190927,7
11,0.005722511999920243,0.0007669903939429012,0.4014257279586958,7
12,0.006201080002938397,0.0011504855909143519,0.4537856055185257,6
13,0.006775386002118466,0.0015339807878855805,0.6108652381980153,7
14,0.0073587290025898255,0.001917475984857031,0.5585053606381855,16
15,0.007876136001868872,0.0023009711818284817,0.6806784082777885,6
16,0.008367342001292855,0.0026844663787999323,0.8028514559173916,10
17,0.0088861510012066,0.0034514567727426115,0.9075712110370514,6
18,0.009380724000948248,0.003834951969714062,1.0471975511965976,7
19,0.00986728700081585,0.004601942363656963,1.1344640137963142,16
20,0.010339148000639398,0.005368932757599865,1.2566370614359172,7
21,0.01087272299992037,0.006135923151542544,1.3264502315156905,7
22,0.011386174002836924,0.006902913545485445,1.4486232791552935,7
23,0.011896025000169175,0.007669903939428124,1.4311699866353502,5
24,0.012415167002473027,0.008436894333371026,1.6057029118347832,7
25,0.012888842000393197,0.009203884727313927,1.6406094968746698,8
26,0.013377068000409054,0.010354370318228057,1.7627825445142729,4
27,0.013877067001885734,0.011504855909142409,1.8849555921538759,11
28,0.014351697001984576,0.012655341500056538,2.0245819323134224,12
29,0.014860458002658561,0.01342233189399944,2.1642082724729685,9
30,0.015388179002911784,0.01457281748491357,2.1642082724729685,9
31,0.01595804099997622,0.01572330307582792,2.199114857512855,15
32,0.01659947500229464,0.017257283863713502,2.356194490192345,8
33,0.017215232001035474,0.019174759848570533,2.478367537831948,9
34,0.017844422000052873,0.020708740636456113,2.722713633111154,10
35,0.018462792002537753,0.022626216621313144,2.827433388230814,8
36,0.019110631001240108,0.024543692606170175,2.827433388230814,9
37,0.019602264001150616,0.026461168591027318,2.9321531433504737,8
38,0.020221746002789587,0.02837864457588435,3.1764992386296798,9
39,0.020806930002436275,0.03029612056074138,3.2812189937493397,9
40,0.021480466002685716,0.03221359654559852,3.368485456349056,9
41,0.022028639003110584,0.03451456772742689,3.2986722862692828,9
42,0.02257392899991828,0.036815538909255374,3.490658503988659,10
43,0.02308904300298309,0.038733014894112405,3.6826447217080354,11
44,0.023585299000842497,0.04103398607594089,3.822271061867582,11
45,0.024068863000138663,0.04295146206079792,3.8920842319473548,9
46,0.024558856002840912,0.04486893804565506,3.944444109507185,11
47,0.02494569800182944,0.04640291883354064,4.049163864626845,11
48,0.025463399000727804,0.04870389001536912,4.066617157146788,11
49,0.025942050000594463,0.05062136600022615,4.2062434973063345,8
50,0.02650280899979407,0.052922337182054635,4.1887902047863905,14
51,0.026959189999615774,0.054839813166911666,4.310963252425994,7
52,0.027437875000032363,0.05714078434874015,4.34586983746588,9
53,0.027952112999628298,0.05944175553056863,4.4505895925855405,12
54,0.02843756500078598,0.06174272671239711,4.468042885105484,9
55,0.028808235001633875,0.06366020269725414,4.520402762665314,9
