,Time (sec),Angle (rad),Speed (rad/sec),Current (units)
0,0.0,0.0,0.0,0
1,0.0004908829978376161,0.0,0.0,-1
2,0.0009432079968973994,0.0,0.0,3
3,0.0014612710001529194,0.0,0.0,3
4,0.0019566509981814306,-0.0003834951969712286,-0.15707963267948966,1
5,0.002456374997564126,-0.0003834951969712286,-0.2792526803190927,3
6,0.0030017789977137,-0.0003834951969712286,-0.2792526803190927,-6
7,0.003480485000181943,-0.0003834951969712286,-0.017453292519943295,-1
8,0.003954185998736648,-0.0003834951969712286,0.0,-5
9,0.004435155999090057,-0.0003834951969712286,0.0,1
10,0.004964416999428067,-0.0003834951969712286,0.0,-2
11,0.005444177997560473,-0.0003834951969712286,0.0,5
12,0.005946279998170212,-0.0003834951969712286,0.0,-1
13,0.006494121997093316,-0.0003834951969712286,0.0,-2
14,0.006998731998464791,-0.0003834951969712286,0.0,-11
15,0.007468273997801589,-0.0003834951969712286,0.0,3
16,0.007991463000507792,-0.0003834951969712286,0.0,-2
17,0.00849725700027193,-0.0003834951969712286,0.0,-8
18,0.008997273998829769,-0.0003834951969712286,0.0,2
19,0.009493460998783121,-0.0003834951969712286,0.0,-1
20,0.009957753998605767,-0.0003834951969712286,0.0,2
21,0.010638263000146253,-0.0003834951969712286,0.0,-1
22,0.011236501999519533,-0.0003834951969712286,0.0,-1
23,0.011753830000088783,-0.0003834951969712286,0.0,1
24,0.012199554999824613,-0.0003834951969712286,0.0,3
25,0.012682171000051312,-0.0003834951969712286,0.0,-10
26,0.01326696799878846,-0.0003834951969712286,0.0,-1
27,0.013900098998419708,-0.0003834951969712286,0.0,-1
28,0.01444385599825182,-0.0003834951969712286,0.0,-2
29,0.014951589997508563,-0.0003834951969712286,0.0,3
30,0.01544794199799071,-0.0003834951969712286,0.0,0
31,0.01593791999766836,-0.0003834951969712286,0.0,-1
32,0.016488248998939525,-0.0003834951969712286,0.0,-1
33,0.01694133799901465,-0.0003834951969712286,0.0,9
34,0.017485593998571858,-0.0003834951969712286,0.0,-1
35,0.01795166000010795,-0.0003834951969712286,0.0,-1
36,0.018595261997688795,-0.0003834951969712286,0.0,-1
37,0.01907260000007227,-0.0003834951969712286,0.0,-4
38,0.0195497439999599,-0.0003834951969712286,0.0,-14
39,0.020087976998183876,-0.0003834951969712286,0.0,-1
40,0.02054143900022609,-0.0003834951969712286,0.0,2
41,0.021114666997164022,-0.0003834951969712286,0.0,0
42,0.02162172200041823,-0.0003834951969712286,0.0,-1
43,0.022086883000156377,-0.0003834951969712286,0.0,5
44,0.022579313997994177,-0.0003834951969712286,0.0,-1
45,0.023091481998562813,-0.0003834951969712286,0.0,-10
46,0.023573794998810627,-0.0003834951969712286,0.0,1
47,0.024114550000376767,-0.0003834951969712286,0.0,-12
48,0.02450528199915425,-0.0003834951969712286,0.0,0
49,0.024875961000361713,-0.0003834951969712286,0.0,-22
50,0.025251185998058645,-0.0003834951969712286,0.0,13
51,0.025672665000456618,-0.0003834951969712286,0.0,-22
52,0.026205526999547146,-0.0003834951969712286,0.0,3
53,0.026636415997927543,-0.0003834951969712286,0.0,-4
54,0.027083335000497755,-0.0003834951969712286,0.0,3
55,0.027543197000341024,-0.0003834951969712286,0.0,-2
56,0.028007597997202538,-0.0003834951969712286,0.0,-1
57,0.028384665998601122,-0.0003834951969712286,0.0,-10
