1.003190899973560590e-02 -1.576165259552496201e+00 -0.000000000000000000e+00 -1.561592442067582631e+00 0.000000000000000000e+00 -2.000000000000000000e+00 8.000000000000000000e+00
2.004637400023057126e-02 -1.576165259552496201e+00 -0.000000000000000000e+00 -1.561208946870611403e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+01
3.004959800000506220e-02 -1.576165259552496201e+00 -0.000000000000000000e+00 -1.561208946870611403e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.100000000000000000e+01
4.010620999997627223e-02 -1.576165259552496201e+00 -0.000000000000000000e+00 -1.560825451673639952e+00 0.000000000000000000e+00 6.000000000000000000e+00 1.100000000000000000e+01
5.017826599942054600e-02 -1.576548754749467651e+00 -0.000000000000000000e+00 -1.560825451673639952e+00 0.000000000000000000e+00 9.000000000000000000e+00 1.200000000000000000e+01
6.024026700015383540e-02 -1.576548754749467651e+00 -0.000000000000000000e+00 -1.560441956476668501e+00 0.000000000000000000e+00 7.000000000000000000e+00 8.000000000000000000e+00
7.029493499976524618e-02 -1.576548754749467651e+00 -0.000000000000000000e+00 -1.560441956476668501e+00 0.000000000000000000e+00 9.000000000000000000e+00 1.200000000000000000e+01
8.032221400026173797e-02 -1.576548754749467651e+00 -0.000000000000000000e+00 -1.560058461279697051e+00 0.000000000000000000e+00 7.000000000000000000e+00 1.100000000000000000e+01
9.037939999961963622e-02 -1.576548754749467651e+00 -0.000000000000000000e+00 -1.560058461279697051e+00 0.000000000000000000e+00 7.000000000000000000e+00 1.300000000000000000e+01
1.004416420000779908e-01 -1.576548754749467651e+00 -0.000000000000000000e+00 -1.559674966082725600e+00 0.000000000000000000e+00 7.000000000000000000e+00 1.200000000000000000e+01
1.105010689998380258e-01 -1.576165259552496201e+00 -0.000000000000000000e+00 -1.559674966082725600e+00 0.000000000000000000e+00 6.000000000000000000e+00 1.500000000000000000e+01
1.205466999999771360e-01 -1.576165259552496201e+00 -0.000000000000000000e+00 -1.559291470885754149e+00 2.792526803190927276e-01 7.000000000000000000e+00 1.400000000000000000e+01
1.306006830000114860e-01 -1.576165259552496201e+00 -0.000000000000000000e+00 -1.559291470885754149e+00 0.000000000000000000e+00 6.000000000000000000e+00 1.700000000000000000e+01
1.406053509999765083e-01 -1.576165259552496201e+00 -0.000000000000000000e+00 -1.559291470885754149e+00 0.000000000000000000e+00 7.000000000000000000e+00 1.500000000000000000e+01
1.506662410001808894e-01 -1.576165259552496201e+00 -0.000000000000000000e+00 -1.559291470885754149e+00 0.000000000000000000e+00 4.000000000000000000e+00 1.600000000000000000e+01
