1.006147199950646609e-02 -1.575781764355524972e+00 -0.000000000000000000e+00 -1.553922538128154507e+00 1.553343034274953238e+00 1.780000000000000000e+02 9.800000000000000000e+01
2.010885199979384197e-02 -1.575781764355524972e+00 -0.000000000000000000e+00 -1.549320595764497543e+00 8.028514559173915988e-01 2.380000000000000000e+02 1.970000000000000000e+02
3.016098999978567008e-02 -1.576548754749467651e+00 -1.745329251994329478e-01 -1.542801177415983549e+00 9.075712110370514063e-01 2.600000000000000000e+02 2.050000000000000000e+02
4.023383200001262594e-02 -1.577315745143410552e+00 -2.268928027592628516e-01 -1.532446807097755492e+00 1.239183768915973927e+00 2.690000000000000000e+02 1.770000000000000000e+02
5.029221099994174438e-02 -1.577699240340382003e+00 -0.000000000000000000e+00 -1.519024475203756275e+00 1.431169986635350222e+00 2.750000000000000000e+02 1.520000000000000000e+02
6.035703499946976081e-02 -1.578082735537353454e+00 -0.000000000000000000e+00 -1.504451657718842483e+00 1.553343034274953238e+00 2.760000000000000000e+02 1.350000000000000000e+02
7.039960000020073494e-02 -1.577699240340382003e+00 2.792526803190927276e-01 -1.488344859446043333e+00 1.692969374434499574e+00 2.820000000000000000e+02 1.380000000000000000e+02
8.046179400025721407e-02 -1.576932249946439102e+00 2.792526803190927276e-01 -1.471854565976272733e+00 1.710422666954442894e+00 2.770000000000000000e+02 1.340000000000000000e+02
9.047822899992752355e-02 -1.575398269158553521e+00 2.792526803190927276e-01 -1.453446796521645101e+00 1.745329251994329534e+00 2.670000000000000000e+02 1.320000000000000000e+02
1.004852199994274997e-01 -1.573480793173696490e+00 2.792526803190927276e-01 -1.435806017460960149e+00 1.832595714594046132e+00 2.690000000000000000e+02 1.360000000000000000e+02
1.104931929994563689e-01 -1.571179821991868009e+00 2.792526803190927276e-01 -1.416631257612389616e+00 1.902408884673819189e+00 2.720000000000000000e+02 1.280000000000000000e+02
1.205354240000815480e-01 -1.568111860416096626e+00 2.792526803190927276e-01 -1.397456497763819083e+00 1.972222054753592468e+00 2.710000000000000000e+02 1.290000000000000000e+02
1.305639149995840853e-01 -1.564276908446382564e+00 2.792526803190927276e-01 -1.377898242718277100e+00 1.884955592153875870e+00 2.660000000000000000e+02 1.330000000000000000e+02
1.406143129997872165e-01 -1.559674966082725600e+00 5.410520681182421354e-01 -1.357572997278792437e+00 1.937315469713705829e+00 2.660000000000000000e+02 1.380000000000000000e+02
1.506805439994423068e-01 -1.554306033325125957e+00 6.108652381980153034e-01 -1.337631247036279003e+00 2.076941809873252165e+00 2.700000000000000000e+02 1.420000000000000000e+02
1.606891649998942739e-01 -1.548553605370554864e+00 4.886921905584122872e-01 -1.317689496793765791e+00 2.076941809873252165e+00 2.730000000000000000e+02 1.430000000000000000e+02
1.707558400003108545e-01 -1.542417682219012098e+00 6.632251157578452627e-01 -1.297747746551252357e+00 2.059488517353309067e+00 2.740000000000000000e+02 1.450000000000000000e+02
1.807648309995784075e-01 -1.535898263870498326e+00 6.632251157578452627e-01 -1.277422501111767694e+00 1.972222054753592468e+00 2.770000000000000000e+02 1.490000000000000000e+02
1.908417839995308896e-01 -1.528611855128041430e+00 7.853981633974482790e-01 -1.255946770081368680e+00 2.007128639793478886e+00 2.840000000000000000e+02 1.530000000000000000e+02
2.008612379995611263e-01 -1.520558455991641855e+00 6.632251157578452627e-01 -1.235238029444912566e+00 2.094395102393195263e+00 2.890000000000000000e+02 1.520000000000000000e+02
2.108878769995499169e-01 -1.512505056855242280e+00 8.377580409572782383e-01 -1.214529288808456453e+00 2.129301687433081902e+00 2.930000000000000000e+02 1.680000000000000000e+02
2.209303680001539760e-01 -1.503301172127928353e+00 9.948376736367678941e-01 -1.194204043368971568e+00 2.129301687433081902e+00 2.920000000000000000e+02 1.560000000000000000e+02
2.309413769999082433e-01 -1.493713792203643198e+00 9.424777960769379348e-01 -1.173111807535544004e+00 2.024581932313422428e+00 2.950000000000000000e+02 1.620000000000000000e+02
2.409829789994546445e-01 -1.482975926688443691e+00 1.099557428756427591e+00 -1.153170057293030792e+00 1.902408884673819189e+00 3.030000000000000000e+02 1.730000000000000000e+02
2.510073220000776928e-01 -1.471471070779301282e+00 1.064650843716540951e+00 -1.132844811853546130e+00 1.937315469713705829e+00 3.110000000000000000e+02 1.790000000000000000e+02
2.610110539999368484e-01 -1.459966214870159096e+00 1.186823891356144189e+00 -1.113670052004975375e+00 2.007128639793478886e+00 3.150000000000000000e+02 1.780000000000000000e+02
2.710625439995055785e-01 -1.447310873370102335e+00 1.308996938995747206e+00 -1.094878787353376293e+00 1.972222054753592468e+00 3.180000000000000000e+02 1.810000000000000000e+02
2.810776090000217664e-01 -1.434655531870046019e+00 1.186823891356144189e+00 -1.074937037110863081e+00 1.902408884673819189e+00 3.330000000000000000e+02 1.830000000000000000e+02
2.910954330000095069e-01 -1.421616695173018030e+00 1.378810109075520263e+00 -1.055378782065321097e+00 1.884955592153875870e+00 3.440000000000000000e+02 1.860000000000000000e+02
3.011342390000208979e-01 -1.407810868082047140e+00 1.413716694115406902e+00 -1.035437031822807885e+00 1.937315469713705829e+00 3.550000000000000000e+02 1.830000000000000000e+02
3.112064509996343986e-01 -1.393621545794105021e+00 1.413716694115406902e+00 -1.015111786383323000e+00 1.954768762233649149e+00 3.690000000000000000e+02 1.850000000000000000e+02
3.212811450002845959e-01 -1.378281737915248550e+00 1.431169986635350222e+00 -9.951700361408096773e-01 1.972222054753592468e+00 3.820000000000000000e+02 1.870000000000000000e+02
3.313528580001730006e-01 -1.363708920430334981e+00 1.448623279155293542e+00 -9.759952762922391445e-01 1.884955592153875870e+00 3.860000000000000000e+02 1.900000000000000000e+02
3.413676629998008139e-01 -1.348369112551478510e+00 1.500983156715123501e+00 -9.572040116406400623e-01 1.884955592153875870e+00 3.900000000000000000e+02 1.910000000000000000e+02
3.514171169999826816e-01 -1.332262314278679360e+00 1.570796326794896558e+00 -9.376457565950981898e-01 1.832595714594046132e+00 4.040000000000000000e+02 2.020000000000000000e+02
3.614621070000794134e-01 -1.315772020808908760e+00 1.675516081914556477e+00 -9.192379871404704472e-01 1.832595714594046132e+00 4.290000000000000000e+02 1.950000000000000000e+02
3.714996720000272035e-01 -1.298514736945195258e+00 1.745329251994329534e+00 -9.012137128828141552e-01 1.832595714594046132e+00 4.300000000000000000e+02 1.990000000000000000e+02
3.815042930000345223e-01 -1.281257453081481756e+00 1.710422666954442894e+00 -8.831894386251578632e-01 1.745329251994329534e+00 4.450000000000000000e+02 2.040000000000000000e+02
3.915723390000493964e-01 -1.263616674020796804e+00 1.815142422074102813e+00 -8.659321547614444725e-01 1.762782544514272853e+00 4.630000000000000000e+02 2.020000000000000000e+02
4.016209399997023866e-01 -1.245208904566169172e+00 1.815142422074102813e+00 -8.486748708977309708e-01 1.780235837034216173e+00 4.740000000000000000e+02 2.020000000000000000e+02
4.116940229996544076e-01 -1.227568125505484442e+00 1.780235837034216173e+00 -8.302671014431032281e-01 1.710422666954442894e+00 4.890000000000000000e+02 2.030000000000000000e+02
4.217396619997089147e-01 -1.209160356050856588e+00 1.815142422074102813e+00 -8.133933127763611770e-01 1.762782544514272853e+00 5.010000000000000000e+02 2.010000000000000000e+02
4.317957819994262536e-01 -1.190369091399257506e+00 1.867502299633932550e+00 -7.969030193065905765e-01 1.692969374434499574e+00 5.110000000000000000e+02 1.980000000000000000e+02
4.417964029998984188e-01 -1.171577826747658424e+00 1.867502299633932550e+00 -7.796457354428770747e-01 1.623156204354726517e+00 5.270000000000000000e+02 2.030000000000000000e+02
4.518623189997015288e-01 -1.151636076505145212e+00 1.954768762233649149e+00 -7.639224323670492645e-01 1.623156204354726517e+00 5.410000000000000000e+02 2.010000000000000000e+02
4.619179020000956370e-01 -1.132461316656574457e+00 1.937315469713705829e+00 -7.478156340942501146e-01 1.623156204354726517e+00 5.590000000000000000e+02 2.070000000000000000e+02
4.719477070002540131e-01 -1.112136071217089794e+00 1.937315469713705829e+00 -7.317088358214508537e-01 1.553343034274953238e+00 5.850000000000000000e+02 2.030000000000000000e+02
4.819705869995232206e-01 -1.092194320974576582e+00 1.972222054753592468e+00 -7.159855327456230434e-01 1.605702911834783198e+00 5.970000000000000000e+02 1.860000000000000000e+02
4.920360030000665574e-01 -1.073019561126006050e+00 1.884955592153875870e+00 -6.987282488819095416e-01 1.605702911834783198e+00 6.080000000000000000e+02 1.860000000000000000e+02
5.020671239999501267e-01 -1.054228296474406967e+00 1.972222054753592468e+00 -6.830049458060817313e-01 1.605702911834783198e+00 6.170000000000000000e+02 1.860000000000000000e+02
5.120949479996852460e-01 -1.033903051034922083e+00 2.024581932313422428e+00 -6.672816427302539211e-01 1.483529864195180181e+00 6.320000000000000000e+02 1.830000000000000000e+02
5.221268650002457434e-01 -1.014344795989380099e+00 2.024581932313422428e+00 -6.523253300483689010e-01 1.413716694115406902e+00 6.470000000000000000e+02 1.920000000000000000e+02
5.321954470000491710e-01 -9.940195505498954365e-01 2.024581932313422428e+00 -6.381360077604267822e-01 1.361356816555576943e+00 6.600000000000000000e+02 1.980000000000000000e+02
5.422427160001461743e-01 -9.729273147164678726e-01 2.024581932313422428e+00 -6.250971710633987932e-01 1.291543646475803886e+00 6.810000000000000000e+02 2.020000000000000000e+02
5.523096879996955977e-01 -9.526020692769832099e-01 2.024581932313422428e+00 -6.120583343663708042e-01 1.308996938995747206e+00 6.890000000000000000e+02 1.930000000000000000e+02
5.623353270002553472e-01 -9.326603190344697758e-01 1.972222054753592468e+00 -5.990194976693429263e-01 1.308996938995747206e+00 7.020000000000000000e+02 1.840000000000000000e+02
5.724065200001859921e-01 -9.123350735949851131e-01 1.972222054753592468e+00 -5.859806609723149373e-01 1.221730476396030607e+00 7.190000000000000000e+02 1.780000000000000000e+02
5.824067710000235820e-01 -8.931603137464145803e-01 1.972222054753592468e+00 -5.733253194722583990e-01 1.239183768915973927e+00 7.210000000000000000e+02 1.800000000000000000e+02
5.924280019999059732e-01 -8.724515731099584670e-01 2.007128639793478886e+00 -5.618204635631161015e-01 9.773843811168245743e-01 7.380000000000000000e+02 1.830000000000000000e+02
